"","player_name","player_age","player_pos","team_name","minutes_played","contract_until","league"
"1291","Oliwer Jakuc",19,"Attacking Midfield","GKS Jastrzebie",460,"30.06.2027","Betclic 2 Liga"
"1292","Oliwier Kucharczyk",20,"Centre-Back","Skra Czestochowa",531,"30.06.2025","Betclic 2 Liga"
"1293","Oliwier Kwiatkowski",19,"Midfield","Polonia Bytom",124,"30.06.2026","Betclic 2 Liga"
"1294","Oliwier Myszkowski",18,"Defensive Midfield","Pogon Siedlce",0,"30.06.2025","Betclic 1 Liga"
"1295","Oliwier Skoczen",17,"Attack","Wieczysta Krakow",0,"-","Betclic 2 Liga"
"1296","Oliwier Slawinski",19,"Centre-Forward","LKS Lodz",0,"30.06.2025","Betclic 1 Liga"
"1298","Oliwier Slawinski",19,"Centre-Forward","LKS Lodz II",391,"30.06.2025","Betclic 2 Liga"
"1300","Oliwier Soprych",19,"Left-Back","Hutnik Krakow",343,"-","Betclic 2 Liga"
"1301","Oliwier Szymoniak",17,"Right Winger","Miedz Legnica",21,"30.06.2027","Betclic 1 Liga"
"1302","Oliwier Wojciechowski",19,"Defensive Midfield","Polonia Warsaw",445,"30.06.2027","Betclic 1 Liga"
"1303","Orest Tyaglo",24,"Centre-Back","Olimpia Elblag",510,"-","Betclic 2 Liga"
"1304","Oskar Bystrek",18,"Midfield","Stal Stalowa Wola",8,"30.06.2025","Betclic 1 Liga"
"1305","Oskar Drozdzik",18,"Midfield","Zaglebie Lubin II",9,"-","Betclic 2 Liga"
"1306","Oskar Fyk",19,"Centre-Forward","Wisla Pulawy",65,"30.06.2025","Betclic 2 Liga"
"1307","Oskar Kalenik",23,"Attacking Midfield","Swit Szczecin",63,"-","Betclic 2 Liga"
"1308","Oskar Klat",17,"Goalkeeper","Wisla Plock",0,"-","Betclic 1 Liga"
"1309","Oskar Klon",19,"Goalkeeper","Wisla Plock",0,"-","Betclic 1 Liga"
"1310","Oskar Koprowski",25,"Centre-Back","Znicz Pruszkow",720,"30.06.2025","Betclic 1 Liga"
"1311","Oskar Kordykiewicz",24,"Centre-Forward","Olimpia Elblag",342,"-","Betclic 2 Liga"
"1312","Oskar Kozdron",19,"Central Midfield","Wisla Pulawy",32,"30.06.2025","Betclic 2 Liga"
"1313","Oskar Krzyzak",22,"Centre-Back","Pogon Siedlce",598,"30.06.2025","Betclic 1 Liga"
"1314","Oskar Lachowicz",19,"Attacking Midfield","Cracovia",0,"30.06.2026","PKO BP Ekstraklasa"
"1315","Oskar Lesniak",19,"Defensive Midfield","Piast Gliwice",0,"30.06.2025","PKO BP Ekstraklasa"
"1316","Oskar Mielcarz",20,"Goalkeeper","Wieczysta Krakow",0,"30.06.2025","Betclic 2 Liga"
"1317","Oskar Paprzycki",26,"Defensive Midfield","GKS Jastrzebie",629,"30.06.2026","Betclic 2 Liga"
"1318","Oskar Pietuszewski",16,"Centre-Forward","Jagiellonia Bialystok",22,"30.06.2026","PKO BP Ekstraklasa"
"1319","Oskar Repka",25,"Defensive Midfield","GKS Katowice",602,"30.06.2026","PKO BP Ekstraklasa"
"1320","Oskar Sewerzynski",23,"Defensive Midfield","Olimpia Grudziadz",204,"-","Betclic 2 Liga"
"1321","Oskar Sikorski",25,"Centre-Back","Olimpia Grudziadz",371,"30.06.2025","Betclic 2 Liga"
"1322","Oskar Tomczyk",18,"Left Midfield","Wisla Plock",423,"30.06.2026","Betclic 1 Liga"
"1323","Oskar Wojcik",21,"Centre-Back","Cracovia",0,"30.06.2026","PKO BP Ekstraklasa"
"1324","Oskar Zawada",17,"Left Midfield","Odra Opole",293,"30.06.2025","Betclic 1 Liga"
"1325","Otar Kakabadze",29,"Right Midfield","Cracovia",616,"30.06.2027","PKO BP Ekstraklasa"
"1326","Patrick Olsen",30,"Attacking Midfield","Slask Wroclaw",0,"30.06.2025","PKO BP Ekstraklasa"
"1327","Patrik Hellebrand",25,"Attacking Midfield","Górnik Zabrze",256,"30.06.2027","PKO BP Ekstraklasa"
"1328","Patrik Misak",33,"Attacking Midfield","Hutnik Krakow",630,"-","Betclic 2 Liga"
"1329","Patrik Walemark",22,"Right Winger","Lech Poznan",12,"30.06.2025","PKO BP Ekstraklasa"
"1330","Patryk Czader",20,"Left Midfield","Podbeskidzie Bielsko-Biala",0,"-","Betclic 2 Liga"
"1331","Patryk Dziczek",26,"Defensive Midfield","Piast Gliwice",630,"30.06.2025","PKO BP Ekstraklasa"
"1332","Patryk Gogol",21,"Attacking Midfield","Wisla Kraków",566,"30.06.2025","Betclic 1 Liga"
"1333","Patryk Grabowski",17,"Centre-Forward","LKS Lodz II",7,"30.06.2027","Betclic 2 Liga"
"1334","Patryk Janasik",27,"Left Midfield","Cracovia",26,"30.06.2027","PKO BP Ekstraklasa"
"1335","Patryk Kielis",24,"Right-Back","Puszcza Niepolomice",13,"30.06.2025","PKO BP Ekstraklasa"
"1336","Patryk Kukulski",20,"Goalkeeper","Olimpia Grudziadz",0,"30.06.2025","Betclic 2 Liga"
"1337","Patryk Kun",29,"Left Midfield","Legia Warszawa",192,"30.06.2026","PKO BP Ekstraklasa"
"1338","Patryk Kusztal",21,"Left Winger","Zaglebie Lubin",136,"30.06.2027","PKO BP Ekstraklasa"
"1339","Patryk Letkiewicz",18,"Goalkeeper","Wisla Kraków",0,"30.06.2025","Betclic 1 Liga"
"1340","Patryk Makuch",25,"Centre-Forward","Raków Częstochowa",539,"30.06.2028","PKO BP Ekstraklasa"
"1341","Patryk Malamis",19,"Right Midfield","Gornik Leczna",377,"30.06.2025","Betclic 1 Liga"
"1342","Patryk Mucha",26,"Defensive Midfield","Chrobry Glogow",479,"30.06.2025","Betclic 1 Liga"
"1343","Patryk Mularczyk",26,"Attacking Midfield","Zaglebie Sosnowiec",284,"30.06.2025","Betclic 2 Liga"
"1344","Patryk Olejnik",18,"Defensive Midfield","Chojniczanka Chojnice",373,"30.06.2025","Betclic 2 Liga"
"1345","Patryk Paryzek",18,"Centre-Forward","Pogon Szczecin",118,"30.06.2026","PKO BP Ekstraklasa"
"1346","Patryk Pierzak",21,"Defensive Midfield","Miedz Legnica",0,"30.06.2027","Betclic 1 Liga"
"1347","Patryk Plewka",24,"Defensive Midfield","Znicz Pruszkow",709,"30.06.2025","Betclic 1 Liga"
"1348","Patryk Romanowski",20,"Left-Back","Motor Lublin",12,"30.06.2025","PKO BP Ekstraklasa"
"1349","Patryk Rychlik",19,"Centre-Back","Warta Poznan",0,"30.06.2025","Betclic 1 Liga"
"1350","Patryk Sikora",24,"Defensive Midfield","Ruch Chorzow",0,"30.06.2025","Betclic 1 Liga"
"1351","Patryk Sobolewski",18,"Midfield","Zaglebie Lubin II",60,"-","Betclic 2 Liga"
"1352","Patryk Sokolowski",29,"Defensive Midfield","Cracovia",456,"30.06.2025","PKO BP Ekstraklasa"
"1353","Patryk Stefanski",34,"Right Midfield","Polonia Bytom",130,"30.06.2025","Betclic 2 Liga"
"1354","Patryk Szatkowski",18,"Goalkeeper","Pogon Siedlce",0,"30.06.2025","Betclic 1 Liga"
"1355","Patryk Szczuka",22,"Goalkeeper","GKS Katowice",0,"30.06.2026","PKO BP Ekstraklasa"
"1356","Patryk Szwedzik",22,"Attacking Midfield","Chrobry Glogow",371,"30.06.2025","Betclic 1 Liga"
"1357","Patryk Walis",20,"Centre-Back","Wisla Pulawy",328,"30.06.2025","Betclic 2 Liga"
"1358","Patryk Warczak",20,"Right-Back","Stal Rzeszow",720,"30.06.2026","Betclic 1 Liga"
"1359","Patryk Zablonski",18,"Defender","Olimpia Grudziadz",0,"-","Betclic 2 Liga"
"1360","Patryk Zaucha",24,"Left Midfield","Stal Stalowa Wola",606,"30.06.2025","Betclic 1 Liga"
"1361","Pau Resta",23,"Centre-Back","Korona Kielce",270,"30.06.2026","PKO BP Ekstraklasa"
"1362","Paulo Henrique",27,"Left-Back","Radomiak Radom",90,"30.06.2026","PKO BP Ekstraklasa"
"1363","Pawel Baranowski",33,"Centre-Back","GKS Jastrzebie",720,"30.06.2025","Betclic 2 Liga"
"1364","Pawel Czajkowski",29,"Defensive Midfield","Podbeskidzie Bielsko-Biala",450,"30.06.2026","Betclic 2 Liga"
"1365","Pawel Depka",19,"Goalkeeper","Olimpia Grudziadz",180,"30.06.2025","Betclic 2 Liga"
"1366","Pawel Florek",28,"Goalkeeper","Rekord Bielsko-Biala",495,"30.06.2025","Betclic 2 Liga"
"1367","Pawel Jaroszynski",29,"Left Midfield","Cracovia",76,"30.06.2025","PKO BP Ekstraklasa"
"1368","Pawel Kolodziejczyk",19,"Midfield","Skra Czestochowa",0,"30.06.2024","Betclic 2 Liga"
"1369","Pawel Kruszelnicki",21,"Left Midfield","Zaglebie Lubin II",612,"-","Betclic 2 Liga"
"1370","Pawel Kucharczyk",27,"Centre-Back","GKS Jastrzebie",495,"30.06.2026","Betclic 2 Liga"
"1371","Pawel Kwiatkowski",17,"Centre-Back","Widzew Lodz",0,"30.06.2025","PKO BP Ekstraklasa"
"1372","Pawel Lenarcik",29,"Goalkeeper","Arka Gdynia",630,"30.06.2025","Betclic 1 Liga"
"1373","Pawel Lysiak",28,"Attacking Midfield","Wieczysta Krakow",110,"30.06.2025","Betclic 2 Liga"
"1374","Pawel Mocny",16,"Midfield","KKS 1925 Kalisz",0,"30.06.2025","Betclic 2 Liga"
"1375","Pawel Moskwik",32,"Left Midfield","Znicz Pruszkow",644,"30.06.2025","Betclic 1 Liga"
"1376","Pawel Mroz",18,"Centre-Back","Odra Opole",0,"30.06.2025","Betclic 1 Liga"
"1377","Pawel Oleksy",33,"Centre-Back","Stal Rzeszow",1,"30.06.2025","Betclic 1 Liga"
"1378","Pawel Olkowski",34,"Right Winger","Górnik Zabrze",114,"30.06.2025","PKO BP Ekstraklasa"
"1379","Pawel Olszewski",25,"Right Midfield","Jagiellonia Bialystok",0,"30.06.2025","PKO BP Ekstraklasa"
"1381","Pawel Olszewski",25,"Right Midfield","Polonia Warsaw",0,"30.06.2025","Betclic 1 Liga"
"1383","Pawel Stolarski",28,"Right-Back","Motor Lublin",247,"30.06.2025","PKO BP Ekstraklasa"
"1384","Pawel Szostek",19,"Centre-Back","Zaglebie Sosnowiec",45,"30.06.2026","Betclic 2 Liga"
"1385","Pawel Tomczyk",26,"Centre-Forward","Podbeskidzie Bielsko-Biala",114,"30.06.2026","Betclic 2 Liga"
"1386","Pawel Tupaj",24,"Right Midfield","Chrobry Glogow",167,"30.06.2025","Betclic 1 Liga"
"1387","Pawel Wozny",18,"Right Midfield","Olimpia Grudziadz",97,"-","Betclic 2 Liga"
"1388","Pawel Wszolek",32,"Right Midfield","Legia Warszawa",853,"30.06.2025","PKO BP Ekstraklasa"
"1389","Pawel Zyra",26,"Attacking Midfield","Gornik Leczna",396,"30.06.2025","Betclic 1 Liga"
"1390","Pedro Nuno",29,"Attacking Midfield","Korona Kielce",466,"30.06.2025","PKO BP Ekstraklasa"
"1391","Peglow",22,"Left Winger","Radomiak Radom",517,"30.06.2026","PKO BP Ekstraklasa"
"1392","Péter Baráth",22,"Defensive Midfield","Raków Częstochowa",52,"31.12.2024","PKO BP Ekstraklasa"
"1393","Peter Pokorný",23,"Defensive Midfield","Slask Wroclaw",900,"30.06.2025","PKO BP Ekstraklasa"
"1394","Petr Schwarz",32,"Attacking Midfield","Slask Wroclaw",879,"30.06.2026","PKO BP Ekstraklasa"
"1395","Petros Bagalianis",23,"Centre-Back","Stal Mielec",0,"30.06.2025","PKO BP Ekstraklasa"
"1396","Piotr Ceglarz",32,"Left Winger","Motor Lublin",528,"30.06.2026","PKO BP Ekstraklasa"
"1397","Piotr Glowacki",32,"Left-Back","LKS Lodz",278,"30.06.2025","Betclic 1 Liga"
"1398","Piotr Klajnert",20,"Midfield","LKS Lodz II",0,"-","Betclic 2 Liga"
"1399","Piotr Krawczyk",29,"Centre-Forward","Wisla Plock",179,"30.06.2026","Betclic 1 Liga"
"1401","Piotr Krawczyk",29,"Centre-Forward","Górnik Zabrze",0,"30.06.2026","PKO BP Ekstraklasa"
"1403","Piotr Kusinski",23,"Defensive Midfield","KKS 1925 Kalisz",472,"30.06.2026","Betclic 2 Liga"
"1404","Piotr Liszewski",19,"Right-Back","Piast Gliwice",0,"30.06.2026","PKO BP Ekstraklasa"
"1405","Piotr Malarczyk",33,"Centre-Back","Korona Kielce",225,"30.06.2025","PKO BP Ekstraklasa"
"1406","Piotr Marciniec",27,"Defensive Midfield","Zaglebie Sosnowiec",459,"30.06.2026","Betclic 2 Liga"
"1407","Piotr Mielczarek",23,"Left Midfield","Zaglebie Sosnowiec",167,"30.06.2026","Betclic 2 Liga"
"1408","Piotr Misztal",37,"Goalkeeper","Znicz Pruszkow",720,"30.06.2025","Betclic 1 Liga"
"1409","Piotr Mrozinski",32,"Right-Back","Puszcza Niepolomice",327,"30.06.2025","PKO BP Ekstraklasa"
"1410","Piotr Nocon",34,"Attacking Midfield","Skra Czestochowa",622,"-","Betclic 2 Liga"
"1411","Piotr Owczarek",21,"Left Midfield","Skra Czestochowa",544,"-","Betclic 2 Liga"
"1412","Piotr Pyrdol",25,"Attacking Midfield","Pogon Siedlce",470,"30.06.2025","Betclic 1 Liga"
"1413","Piotr Samiec-Talar",22,"Right Winger","Slask Wroclaw",409,"30.06.2027","PKO BP Ekstraklasa"
"1414","Piotr Starzynski",20,"Left Winger","Wisla Kraków",376,"30.06.2026","Betclic 1 Liga"
"1415","Piotr Topolewski",18,"Midfield","Polonia Bytom",0,"30.06.2025","Betclic 2 Liga"
"1416","Piotr Urbanski",19,"Attacking Midfield","Piast Gliwice",0,"30.06.2025","PKO BP Ekstraklasa"
"1417","Piotr Witasik",31,"Centre-Back","Kotwica Kolobrzeg",288,"30.06.2025","Betclic 1 Liga"
"1418","Piotr Wlazlo",35,"Defensive Midfield","Stal Mielec",340,"30.06.2026","PKO BP Ekstraklasa"
"1419","Piotr Wojtowicz",18,"Midfield","Hutnik Krakow",0,"-","Betclic 2 Liga"
"1420","Piotr Wyroba",23,"Defensive Midfield","Rekord Bielsko-Biala",562,"-","Betclic 2 Liga"
"1421","Piotr Zemlo",29,"Centre-Back","Odra Opole",655,"30.06.2025","Betclic 1 Liga"
"1422","Piotr Zielinski",25,"Goalkeeper","Wisla Plock",0,"30.06.2025","Betclic 1 Liga"
"1423","Pirulo",32,"Right Winger","LKS Lodz",239,"30.06.2025","Betclic 1 Liga"
"1424","Przemyslaw Banaszak",27,"Centre-Forward","Gornik Leczna",568,"30.06.2025","Betclic 1 Liga"
"1425","Przemyslaw Bargiel",24,"Central Midfield","Wieczysta Krakow",0,"30.06.2025","Betclic 2 Liga"
"1426","Przemyslaw Karolak",18,"Defender","Pogon Grodzisk Mazowiecki",1,"30.06.2025","Betclic 2 Liga"
"1427","Przemyslaw Lech",29,"Centre-Back","GKS Jastrzebie",439,"-","Betclic 2 Liga"
"1428","Przemyslaw Matloka",36,"Goalkeeper","Swit Szczecin",0,"30.06.2024","Betclic 2 Liga"
"1429","Przemyslaw Misiak",21,"Centre-Back","Wisla Plock",304,"30.06.2027","Betclic 1 Liga"
"1430","Przemyslaw Mystkowski",26,"Attacking Midfield","GKS Tychy",0,"30.06.2025","Betclic 1 Liga"
"1431","Przemyslaw Peksa",22,"Goalkeeper","GKS Katowice",0,"30.06.2025","PKO BP Ekstraklasa"
"1432","Przemyslaw Sajdak",24,"Attacking Midfield","Chojniczanka Chojnice",200,"30.06.2026","Betclic 2 Liga"
"1433","Przemyslaw Stolc",30,"Right-Back","Arka Gdynia",275,"30.06.2025","Betclic 1 Liga"
"1434","Przemyslaw Szarek",28,"Centre-Back","Chrobry Glogow",490,"30.06.2026","Betclic 1 Liga"
"1435","Przemyslaw Szur",28,"Centre-Back","Polonia Warsaw",450,"30.06.2026","Betclic 1 Liga"
"1436","Radoslaw Adamski",31,"Left-Back","Resovia Rzeszow",630,"30.06.2025","Betclic 2 Liga"
"1437","Radoslaw Bak",20,"Defensive Midfield","Resovia Rzeszow",353,"30.06.2025","Betclic 2 Liga"
"1438","Radoslaw Cielemecki",21,"Attacking Midfield","Radomiak Radom",28,"30.06.2025","PKO BP Ekstraklasa"
"1439","Radoslaw Kanach",25,"Defensive Midfield","Resovia Rzeszow",204,"30.06.2025","Betclic 2 Liga"
"1440","Radoslaw Majewski",37,"Attacking Midfield","Znicz Pruszkow",674,"30.06.2025","Betclic 1 Liga"
"1441","Radoslaw Murawski",30,"Defensive Midfield","Lech Poznan",455,"30.06.2026","PKO BP Ekstraklasa"
"1442","Radoslaw Sewerys",20,"Centre-Back","Polonia Bytom",0,"30.06.2025","Betclic 2 Liga"
"1443","Radoslaw Sledzicki",23,"Centre-Back","Wisla Pulawy",720,"30.06.2025","Betclic 2 Liga"
"1444","Radoslaw Stepien",33,"Attacking Midfield","Olimpia Elblag",655,"-","Betclic 2 Liga"
"1445","Radoslaw Zajac",20,"Defensive Midfield","Podbeskidzie Bielsko-Biala",252,"30.06.2026","Betclic 2 Liga"
"1446","Radovan Pankov",29,"Centre-Back","Legia Warszawa",653,"30.06.2026","PKO BP Ekstraklasa"
"1447","Rafa Santos",27,"Central Midfield","Stal Mielec",0,"30.06.2025","PKO BP Ekstraklasa"
"1448","Rafal Adamski",22,"Centre-Forward","Warta Poznan",660,"30.06.2025","Betclic 1 Liga"
"1449","Rafal Augustyniak",30,"Centre-Back","Legia Warszawa",780,"30.06.2025","PKO BP Ekstraklasa"
"1450","Rafal Gikiewicz",36,"Goalkeeper","Widzew Lodz",630,"30.06.2025","PKO BP Ekstraklasa"
"1451","Rafal Janicki",32,"Centre-Back","Górnik Zabrze",507,"30.06.2025","PKO BP Ekstraklasa"
"1452","Rafal Kobryn",24,"Right-Back","Olimpia Grudziadz",720,"30.06.2025","Betclic 2 Liga"
"1453","Rafal Krol",35,"Attacking Midfield","Motor Lublin",27,"30.06.2025","PKO BP Ekstraklasa"
"1454","Rafal Kurzawa",31,"Defensive Midfield","Pogon Szczecin",402,"30.06.2025","PKO BP Ekstraklasa"
"1455","Rafal Leszczynski",32,"Goalkeeper","Slask Wroclaw",900,"30.06.2027","PKO BP Ekstraklasa"
"1456","Rafal Makowski",28,"Attacking Midfield","GKS Tychy",720,"30.06.2026","Betclic 1 Liga"
"1457","Rafal Mamla",20,"Goalkeeper","Korona Kielce",0,"30.06.2025","PKO BP Ekstraklasa"
"1458","Rafal Mikulec",27,"Left-Back","Wisla Kraków",1105,"30.06.2026","Betclic 1 Liga"
"1459","Rafal Niziolek",35,"Defensive Midfield","Odra Opole",430,"30.06.2025","Betclic 1 Liga"
"1460","Rafal Pietrzak",32,"Left-Back","Wieczysta Krakow",630,"30.06.2025","Betclic 2 Liga"
"1461","Rafal Remisz",32,"Centre-Back","Swit Szczecin",630,"30.06.2025","Betclic 2 Liga"
"1462","Rafal Straczek",25,"Goalkeeper","GKS Katowice",0,"31.05.2025","PKO BP Ekstraklasa"
"1463","Rafal Wolski",31,"Attacking Midfield","Radomiak Radom",287,"30.06.2025","PKO BP Ekstraklasa"
"1464","Rahil Mammadov",28,"Centre-Back","Radomiak Radom",190,"30.06.2026","PKO BP Ekstraklasa"
"1465","Ramil Mustafaev",20,"Right Midfield","Legia Warszawa",0,"30.06.2025","PKO BP Ekstraklasa"
"1466","Raphael Rossi",34,"Centre-Back","Radomiak Radom",540,"30.06.2024","PKO BP Ekstraklasa"
"1467","Ravve Assayeg",23,"Centre-Forward","Stal Mielec",164,"30.06.2026","PKO BP Ekstraklasa"
"1468","Remigiusz Szywacz",28,"Centre-Back","Polonia Bytom",209,"30.06.2026","Betclic 2 Liga"
"1469","Ricardo Gonçalves",20,"Attacking Midfield","LKS Lodz II",264,"30.06.2025","Betclic 2 Liga"
"1470","Rifet Kapic",29,"Attacking Midfield","Lechia Gdansk",585,"30.06.2027","PKO BP Ekstraklasa"
"1471","Robert Dadok",27,"Right Midfield","Stal Mielec",72,"30.06.2025","PKO BP Ekstraklasa"
"1472","Robert Majewski",28,"Centre-Back","Pogon Siedlce",90,"30.06.2025","Betclic 1 Liga"
"1473","Robert Mandrysz",33,"Defensive Midfield","Chrobry Glogow",593,"30.06.2026","Betclic 1 Liga"
"1474","Robert Obst",29,"Centre-Back","Swit Szczecin",125,"-","Betclic 2 Liga"
"1475","Roberto Alves",27,"Attacking Midfield","Radomiak Radom",385,"30.06.2025","PKO BP Ekstraklasa"
"1476","Rok Kidric",29,"Centre-Forward","Puszcza Niepolomice",0,"30.06.2025","PKO BP Ekstraklasa"
"1477","Roko Kurtovic",25,"Centre-Back","Zaglebie Sosnowiec",720,"30.06.2026","Betclic 2 Liga"
"1478","Roman Yakuba",23,"Centre-Back","Puszcza Niepolomice",630,"30.06.2026","PKO BP Ekstraklasa"
"1479","Ruben Hoogenhout",25,"Centre-Back","Miedz Legnica",0,"-","Betclic 1 Liga"
"1480","Rúben Vinagre",25,"Left Midfield","Legia Warszawa",850,"30.06.2025","PKO BP Ekstraklasa"
"1481","Ryoya Morishita",27,"Right Midfield","Legia Warszawa",584,"31.12.2024","PKO BP Ekstraklasa"
"1482","Said Hamulic",23,"Centre-Forward","Widzew Lodz",0,"30.06.2025","PKO BP Ekstraklasa"
"1483","Samuel Kozlovsky",24,"Left-Back","Widzew Lodz",425,"30.06.2026","PKO BP Ekstraklasa"
"1484","Samuel Lapczynski",18,"Attacking Midfield","Hutnik Krakow",0,"-","Betclic 2 Liga"
"1485","Samuel Mraz",27,"Centre-Forward","Motor Lublin",432,"30.06.2025","PKO BP Ekstraklasa"
"1486","Sebastian Bergier",24,"Centre-Forward","GKS Katowice",90,"30.06.2025","PKO BP Ekstraklasa"
"1487","Sebastian Bonecki",29,"Defensive Midfield","Chrobry Glogow",517,"30.06.2026","Betclic 1 Liga"
"1488","Sebastian Kerk",30,"Attacking Midfield","Widzew Lodz",138,"30.06.2025","PKO BP Ekstraklasa"
"1489","Sebastian Koziej",17,"Attacking Midfield","Wisla Pulawy",132,"30.06.2025","Betclic 2 Liga"
"1490","Sebastian Madejski",27,"Goalkeeper","Cracovia",0,"30.06.2026","PKO BP Ekstraklasa"
"1491","Sebastian Milewski",26,"Defensive Midfield","GKS Katowice",161,"30.06.2025","PKO BP Ekstraklasa"
"1492","Sebastian Musiolik",28,"Centre-Forward","Slask Wroclaw",849,"30.06.2026","PKO BP Ekstraklasa"
"1493","Sebastian Przyrowski",42,"Goalkeeper","Pogon Grodzisk Mazowiecki",0,"-","Betclic 2 Liga"
"1494","Sebastian Rogala",24,"Centre-Back","GKS Jastrzebie",117,"30.06.2025","Betclic 2 Liga"
"1495","Sebastian Rudol",29,"Centre-Back","Motor Lublin",514,"30.06.2025","PKO BP Ekstraklasa"
"1496","Sebastian Steblecki",32,"Attacking Midfield","Polonia Bytom",346,"30.06.2025","Betclic 2 Liga"
"1497","Sebastian Strozik",25,"Centre-Forward","Stal Stalowa Wola",377,"30.06.2025","Betclic 1 Liga"
"1498","Sebastian Szczytniewski",21,"Left-Back","Gornik Leczna",0,"30.06.2026","Betclic 1 Liga"
"1499","Sébastien Thill",30,"Attacking Midfield","Stal Rzeszow",689,"30.06.2026","Betclic 1 Liga"
"1500","Serafin Szota",25,"Centre-Back","Slask Wroclaw",244,"30.06.2026","PKO BP Ekstraklasa"
"1501","Sergi Samper",29,"Defensive Midfield","Motor Lublin",45,"30.06.2025","PKO BP Ekstraklasa"
"1502","Sergio Barcia",23,"Centre-Back","Legia Warszawa",699,"30.06.2027","PKO BP Ekstraklasa"
"1503","Sergiy Buletsa",25,"Attacking Midfield","Lechia Gdansk",69,"30.06.2025","PKO BP Ekstraklasa"
"1504","Sergiy Krykun",27,"Left Midfield","Stal Mielec",0,"30.06.2025","PKO BP Ekstraklasa"
"1506","Sergiy Krykun",27,"Left Midfield","Piast Gliwice",0,"30.06.2025","PKO BP Ekstraklasa"
"1508","Seweryn Cieslak",16,"Midfield","Skra Czestochowa",0,"-","Betclic 2 Liga"
"1509","Shuma Nagamatsu",29,"Attacking Midfield","Korona Kielce",149,"30.06.2025","PKO BP Ekstraklasa"
"1510","Shun Shibata",27,"Defensive Midfield","GKS Katowice",0,"30.06.2025","PKO BP Ekstraklasa"
"1512","Shun Shibata",27,"Defensive Midfield","Warta Poznan",18,"30.06.2025","Betclic 1 Liga"
"1514","Simeon Petrov",24,"Centre-Back","Slask Wroclaw",765,"30.06.2027","PKO BP Ekstraklasa"
"1515","Simon Schierack",19,"Central Midfield","Slask Wroclaw",0,"30.06.2026","PKO BP Ekstraklasa"
"1516","Sinan Bakış",30,"Centre-Forward","Górnik Zabrze",0,"30.06.2025","PKO BP Ekstraklasa"
"1517","Slawomir Abramowicz",20,"Goalkeeper","Jagiellonia Bialystok",900,"30.06.2025","PKO BP Ekstraklasa"
"1518","Soichiro Kozuki",23,"Right Winger","Górnik Zabrze",207,"30.06.2026","PKO BP Ekstraklasa"
"1519","Solo Traoré",18,"Centre-Forward","Gornik Leczna",17,"30.06.2025","Betclic 1 Liga"
"1520","Soma Novothny",30,"Centre-Forward","Ruch Chorzow",661,"30.06.2027","Betclic 1 Liga"
"1521","Souleymane Cissé",25,"Centre-Back","Polonia Warsaw",361,"30.06.2026","Betclic 1 Liga"
"1522","Srdjan Plavsic",28,"Left Midfield","Raków Częstochowa",0,"30.06.2026","PKO BP Ekstraklasa"
"1523","Stanislaw Czarnoglowski",21,"Goalkeeper","GKS Tychy",0,"31.12.2024","Betclic 1 Liga"
"1524","Stefan Feiertag",22,"Centre-Forward","LKS Lodz",361,"30.06.2025","Betclic 1 Liga"
"1525","Steve Kapuadi",26,"Centre-Back","Legia Warszawa",533,"30.06.2026","PKO BP Ekstraklasa"
"1526","Stratos Svarnas",26,"Centre-Back","Raków Częstochowa",451,"30.06.2027","PKO BP Ekstraklasa"
"1527","Szczepan Los",19,"Midfield","Pogon Grodzisk Mazowiecki",0,"30.06.2025","Betclic 2 Liga"
"1528","Szczepan Mucha",20,"Attacking Midfield","Piast Gliwice",1,"30.06.2026","PKO BP Ekstraklasa"
"1529","Szymon Bartlewicz",18,"Attacking Midfield","Chrobry Glogow",704,"30.06.2025","Betclic 1 Liga"
"1530","Szymon Bil",16,"Central Midfield","Hutnik Krakow",24,"-","Betclic 2 Liga"
"1531","Szymon Bogunia",20,"Midfield","Rekord Bielsko-Biala",0,"-","Betclic 2 Liga"
"1532","Szymon Czyz",23,"Defensive Midfield","Raków Częstochowa",0,"30.06.2025","PKO BP Ekstraklasa"
"1533","Szymon Frakowski",17,"Midfield","LKS Lodz II",24,"-","Betclic 2 Liga"
"1534","Szymon Goluch",21,"Attacking Midfield","Podbeskidzie Bielsko-Biala",304,"30.06.2025","Betclic 2 Liga"
"1535","Szymon Jannasz",19,"Defensive Midfield","Znicz Pruszkow",0,"30.06.2025","Betclic 1 Liga"
"1536","Szymon Kadziolka",18,"Attacking Midfield","Stal Rzeszow",374,"31.12.2024","Betclic 1 Liga"
"1537","Szymon Kapelusz",30,"Midfield","Swit Szczecin",387,"30.06.2026","Betclic 2 Liga"
"1538","Szymon Karasinski",20,"Left Midfield","Ruch Chorzow",530,"30.06.2025","Betclic 1 Liga"
"1539","Szymon Kiebzak",27,"Left Midfield","GKS Jastrzebie",678,"30.06.2025","Betclic 2 Liga"
"1540","Szymon Kobusinski",26,"Centre-Forward","Polonia Warsaw",465,"30.06.2026","Betclic 1 Liga"
"1541","Szymon Krawczyk",20,"Right Midfield","GKS Katowice",0,"30.06.2025","PKO BP Ekstraklasa"
"1542","Szymon Krocz",24,"Attacking Midfield","Olimpia Grudziadz",452,"30.06.2025","Betclic 2 Liga"
"1543","Szymon Lewkot",25,"Centre-Back","Chrobry Glogow",215,"30.06.2026","Betclic 1 Liga"
"1544","Szymon Lyczko",18,"Right Winger","Stal Rzeszow",652,"30.06.2026","Betclic 1 Liga"
